Index,Date,Cost 
3353,2021-04-14 13:00:00,27.4
3354,2021-04-14 13:15:00,30.4
3355,2021-04-14 13:30:00,29.6
3356,2021-04-14 13:45:00,20.8
3357,2021-04-14 14:00:00,15.0
3358,2021-04-14 14:15:00,19.0
3359,2021-04-14 14:30:00,33.4
3360,2021-04-14 14:45:00,23.4
3361,2021-04-14 15:00:00,29.6
3362,2021-04-14 15:15:00,23.4
3363,2021-04-14 15:30:00,27.0
3364,2021-04-14 15:45:00,27.2
3365,2021-04-14 16:00:00,23.6
3366,2021-04-14 16:15:00,24.0
3367,2021-04-14 16:30:00,31.0
3368,2021-04-14 16:45:00,14.0
3369,2021-04-14 17:00:00,31.6
3370,2021-04-14 17:15:00,46.2
3371,2021-04-14 17:30:00,27.2
3372,2021-04-14 17:45:00,30.8
3373,2021-04-14 18:00:00,24.2
3374,2021-04-14 18:15:00,19.2
3375,2021-04-14 18:30:00,27.8
3376,2021-04-14 18:45:00,17.0
3377,2021-04-14 19:00:00,23.8
3378,2021-04-14 19:15:00,11.6
3379,2021-04-14 19:30:00,9.6
3380,2021-04-14 19:45:00,21.6
3381,2021-04-14 20:00:00,3.8
3382,2021-04-15 10:00:00,4.8
3383,2021-04-15 10:15:00,21.2
3384,2021-04-15 10:30:00,21.8
3385,2021-04-15 10:45:00,24.8
3386,2021-04-15 11:00:00,24.2
3387,2021-04-15 11:15:00,20.0
3388,2021-04-15 11:30:00,21.8
3389,2021-04-15 11:45:00,29.2
3390,2021-04-15 12:00:00,17.2
3391,2021-04-15 12:15:00,25.2
3392,2021-04-15 12:30:00,12.4
3393,2021-04-15 12:45:00,22.4
3394,2021-04-15 13:00:00,22.0
3395,2021-04-15 13:15:00,24.2
3396,2021-04-15 13:30:00,23.0
3397,2021-04-15 13:45:00,19.0
3398,2021-04-15 14:00:00,18.8
3399,2021-04-15 14:15:00,20.4
3400,2021-04-15 14:30:00,15.8
3401,2021-04-15 14:45:00,17.6
3402,2021-04-15 15:00:00,13.0
3403,2021-04-15 15:15:00,17.6
3404,2021-04-15 15:30:00,24.0
3405,2021-04-15 15:45:00,17.4
3406,2021-04-15 16:00:00,17.4
3407,2021-04-15 16:15:00,26.4
3408,2021-04-15 16:30:00,15.8
3409,2021-04-15 16:45:00,23.4
3410,2021-04-15 17:00:00,28.6
3411,2021-04-15 17:15:00,15.2
3412,2021-04-15 17:30:00,29.6
3413,2021-04-15 17:45:00,19.4
3414,2021-04-15 18:00:00,12.4
3415,2021-04-15 18:15:00,28.6
3416,2021-04-15 18:30:00,34.2
3417,2021-04-15 18:45:00,26.4
3418,2021-04-15 19:00:00,19.2
3419,2021-04-15 19:15:00,24.2
3420,2021-04-15 19:30:00,25.0
3421,2021-04-15 19:45:00,11.8
3422,2021-04-16 10:00:00,20.0
3423,2021-04-16 10:15:00,17.4
3424,2021-04-16 10:30:00,26.0
3425,2021-04-16 10:45:00,19.4
3426,2021-04-16 11:00:00,40.2
3427,2021-04-16 11:15:00,20.2
3428,2021-04-16 11:30:00,18.6
3429,2021-04-16 11:45:00,25.4
3430,2021-04-16 12:00:00,26.2
3431,2021-04-16 12:15:00,8.4
3432,2021-04-16 12:30:00,28.0
3433,2021-04-16 12:45:00,28.4
3434,2021-04-16 13:00:00,20.4
3435,2021-04-16 13:15:00,29.4
3436,2021-04-16 13:30:00,16.4
3437,2021-04-16 13:45:00,12.4
3438,2021-04-16 14:00:00,16.0
3439,2021-04-16 14:15:00,25.2
3440,2021-04-16 14:30:00,15.0
3441,2021-04-16 14:45:00,17.4
3442,2021-04-16 15:00:00,17.0
3443,2021-04-16 15:15:00,15.0
3444,2021-04-16 15:30:00,13.6
3445,2021-04-16 15:45:00,17.4
3446,2021-04-16 16:00:00,33.0
3447,2021-04-16 16:15:00,24.6
3448,2021-04-16 16:30:00,34.4
3449,2021-04-16 16:45:00,25.4
3450,2021-04-16 17:00:00,28.6
3451,2021-04-16 17:15:00,21.2
3452,2021-04-16 17:30:00,17.6
3453,2021-04-16 17:45:00,26.0
3454,2021-04-16 18:00:00,33.0
3455,2021-04-16 18:15:00,21.8
3456,2021-04-16 18:30:00,19.8
3457,2021-04-16 18:45:00,27.4
3458,2021-04-16 19:00:00,19.0
3459,2021-04-16 19:15:00,17.0
3460,2021-04-16 19:30:00,15.4
3461,2021-04-16 19:45:00,0.4
3462,2021-04-17 09:00:00,0.0
3463,2021-04-17 09:15:00,0.0
3464,2021-04-17 09:30:00,0.0
3465,2021-04-17 09:45:00,0.0
3466,2021-04-17 10:00:00,0.0
3467,2021-04-17 10:15:00,0.0
3468,2021-04-17 10:30:00,0.0
3469,2021-04-17 10:45:00,0.0
3470,2021-04-17 11:00:00,0.0
3471,2021-04-17 11:15:00,0.0
3472,2021-04-17 11:30:00,0.0
3473,2021-04-17 11:45:00,0.0
3474,2021-04-17 12:00:00,0.0
3475,2021-04-17 12:15:00,0.0
3476,2021-04-17 12:30:00,0.0
3477,2021-04-17 12:45:00,0.0
3478,2021-04-17 13:00:00,0.0
3479,2021-04-17 13:15:00,0.0
3480,2021-04-17 13:30:00,0.0
3481,2021-04-17 13:45:00,0.0
3482,2021-04-17 14:00:00,0.0
3483,2021-04-17 14:15:00,0.0
3484,2021-04-17 14:30:00,0.0
3485,2021-04-17 14:45:00,0.0
3486,2021-04-17 15:00:00,0.0
3487,2021-04-17 15:15:00,0.0
3488,2021-04-17 15:30:00,0.0
3489,2021-04-17 15:45:00,0.0
3490,2021-04-17 16:00:00,0.0
3491,2021-04-17 16:15:00,0.0
3492,2021-04-17 16:30:00,0.0
3493,2021-04-17 16:45:00,0.0
3494,2021-04-17 17:00:00,0.0
3495,2021-04-17 17:15:00,0.0
3496,2021-04-17 17:30:00,0.0
3497,2021-04-17 17:45:00,0.0
3498,2021-04-17 18:00:00,0.0
3499,2021-04-17 18:15:00,0.0
3500,2021-04-17 18:30:00,0.0
3501,2021-04-17 18:45:00,0.0
3502,2021-04-17 19:00:00,0.0
3503,2021-04-17 19:15:00,0.0
3504,2021-04-17 19:30:00,0.0
3505,2021-04-17 19:45:00,0.0
3506,2021-04-17 20:00:00,0.0
3507,2021-04-17 20:15:00,0.0
3508,2021-04-17 20:30:00,0.0
3509,2021-04-18 09:00:00,6.0
3510,2021-04-18 09:15:00,32.6
3511,2021-04-18 09:30:00,16.0
3512,2021-04-18 09:45:00,35.6
3513,2021-04-18 10:00:00,26.0
3514,2021-04-18 10:15:00,23.6
3515,2021-04-18 10:30:00,23.4
3516,2021-04-18 10:45:00,32.8
3517,2021-04-18 11:00:00,27.2
3518,2021-04-18 11:15:00,30.0
3519,2021-04-18 11:30:00,33.4
3520,2021-04-18 11:45:00,37.4
3521,2021-04-18 12:00:00,36.8
3522,2021-04-18 12:15:00,22.4
3523,2021-04-18 12:30:00,30.4
3524,2021-04-18 12:45:00,42.2
3525,2021-04-18 13:00:00,25.8
3526,2021-04-18 13:15:00,23.4
3527,2021-04-18 13:30:00,23.8
3528,2021-04-18 13:45:00,27.4
3529,2021-04-18 14:00:00,23.6
3530,2021-04-18 14:15:00,22.8
3531,2021-04-18 14:30:00,19.6
3532,2021-04-18 14:45:00,30.4
3533,2021-04-18 15:00:00,26.6
3534,2021-04-18 15:15:00,37.0
3535,2021-04-18 15:30:00,31.4
3536,2021-04-18 15:45:00,31.0
3537,2021-04-18 16:00:00,24.0
3538,2021-04-18 16:15:00,29.0
3539,2021-04-18 16:30:00,20.4
3540,2021-04-18 16:45:00,50.2
3541,2021-04-18 17:00:00,32.2
3542,2021-04-18 17:15:00,36.8
3543,2021-04-18 17:30:00,32.6
3544,2021-04-18 17:45:00,32.2
3545,2021-04-18 18:00:00,36.6
3546,2021-04-18 18:15:00,43.4
3547,2021-04-18 18:30:00,32.6
3548,2021-04-18 18:45:00,49.8
3549,2021-04-18 19:00:00,41.8
3550,2021-04-18 19:15:00,35.0
3551,2021-04-18 19:30:00,35.0
3552,2021-04-18 19:45:00,37.0
3553,2021-04-18 20:00:00,27.6
3554,2021-04-18 20:15:00,22.2
3555,2021-04-18 20:30:00,22.6
3556,2021-04-19 08:45:00,23.8
3557,2021-04-19 09:00:00,25.0
3558,2021-04-19 09:15:00,27.2
3559,2021-04-19 09:30:00,22.4
3560,2021-04-19 09:45:00,25.2
3561,2021-04-19 10:00:00,46.6
3562,2021-04-19 10:15:00,37.0
3563,2021-04-19 10:30:00,37.2
3564,2021-04-19 10:45:00,39.8
3565,2021-04-19 11:00:00,38.2
3566,2021-04-19 11:15:00,38.2
3567,2021-04-19 11:30:00,34.4
3568,2021-04-19 11:45:00,28.6
3569,2021-04-19 12:00:00,55.8
3570,2021-04-19 12:15:00,37.6
3571,2021-04-19 12:30:00,33.8
3572,2021-04-19 12:45:00,27.0
3573,2021-04-19 13:00:00,33.8
3574,2021-04-19 13:15:00,30.4
3575,2021-04-19 13:30:00,37.8
3576,2021-04-19 13:45:00,36.8
3577,2021-04-19 14:00:00,25.6
3578,2021-04-19 14:15:00,28.8
3579,2021-04-19 14:30:00,20.8
3580,2021-04-19 14:45:00,45.4
3581,2021-04-19 15:00:00,30.2
3582,2021-04-19 15:15:00,33.0
3583,2021-04-19 15:30:00,29.0
3584,2021-04-19 15:45:00,33.2
3585,2021-04-19 16:00:00,26.0
3586,2021-04-19 16:15:00,25.8
3587,2021-04-19 16:30:00,18.0
3588,2021-04-19 16:45:00,35.8
3589,2021-04-19 17:00:00,20.8
3590,2021-04-19 17:15:00,23.6
3591,2021-04-19 17:30:00,39.0
3592,2021-04-19 17:45:00,35.2
3593,2021-04-19 18:00:00,26.4
3594,2021-04-19 18:15:00,15.0
3595,2021-04-19 18:30:00,22.6
3596,2021-04-19 18:45:00,13.4
3597,2021-04-19 19:00:00,30.0
3598,2021-04-19 19:15:00,10.8
3599,2021-04-19 19:30:00,18.0
3600,2021-04-19 19:45:00,16.6
3601,2021-04-19 20:00:00,13.2
3602,2021-04-22 09:45:00,14.4
3603,2021-04-22 10:00:00,19.2
3604,2021-04-22 10:15:00,26.4
3605,2021-04-22 10:30:00,20.0
3606,2021-04-22 10:45:00,17.4
3607,2021-04-22 11:00:00,17.8
3608,2021-04-22 11:15:00,15.8
3609,2021-04-22 11:30:00,23.4
3610,2021-04-22 11:45:00,28.6
3611,2021-04-22 12:00:00,24.2
3612,2021-04-22 12:15:00,18.6
3613,2021-04-22 12:30:00,25.6
3614,2021-04-22 12:45:00,24.2
3615,2021-04-22 13:00:00,22.8
3616,2021-04-22 13:15:00,17.4
3617,2021-04-22 13:30:00,15.2
3618,2021-04-22 13:45:00,21.4
3619,2021-04-22 14:00:00,20.6
3620,2021-04-22 14:15:00,11.2
3621,2021-04-22 14:30:00,25.8
3622,2021-04-22 14:45:00,18.4
3623,2021-04-22 15:00:00,5.8
3624,2021-04-22 15:15:00,10.4
3625,2021-04-22 15:30:00,25.4
3626,2021-04-22 15:45:00,15.6
3627,2021-04-22 16:00:00,18.0
3628,2021-04-22 16:15:00,14.2
3629,2021-04-22 16:30:00,26.0
3630,2021-04-22 16:45:00,29.0
3631,2021-04-22 17:00:00,26.2
3632,2021-04-22 17:15:00,20.2
3633,2021-04-22 17:30:00,29.6
3634,2021-04-22 17:45:00,20.2
3635,2021-04-22 18:00:00,29.0
3636,2021-04-22 18:15:00,22.8
3637,2021-04-22 18:30:00,24.2
3638,2021-04-22 18:45:00,20.0
3639,2021-04-22 19:00:00,29.2
3640,2021-04-22 19:15:00,15.2
3641,2021-04-22 19:30:00,18.2
3642,2021-04-22 19:45:00,7.4
3643,2021-04-23 09:30:00,8.8
3644,2021-04-23 09:45:00,16.6
3645,2021-04-23 10:00:00,23.2
3646,2021-04-23 10:15:00,20.0
3647,2021-04-23 10:30:00,35.0
3648,2021-04-23 10:45:00,16.4
3649,2021-04-23 11:00:00,19.0
3650,2021-04-23 11:15:00,31.6
3651,2021-04-23 11:30:00,22.6
3652,2021-04-23 11:45:00,18.4
3653,2021-04-23 12:00:00,17.2
3654,2021-04-23 12:15:00,31.8
3655,2021-04-23 12:30:00,11.4
3656,2021-04-23 12:45:00,30.8
3657,2021-04-23 13:00:00,12.0
3658,2021-04-23 13:15:00,20.6
3659,2021-04-23 13:30:00,24.8
3660,2021-04-23 13:45:00,33.6
3661,2021-04-23 14:00:00,18.8
3662,2021-04-23 14:15:00,21.6
3663,2021-04-23 14:30:00,22.8
3664,2021-04-23 14:45:00,24.8
3665,2021-04-23 15:00:00,6.4
3666,2021-04-23 15:15:00,26.6
3667,2021-04-23 15:30:00,34.0
3668,2021-04-23 15:45:00,19.4
3669,2021-04-23 16:00:00,21.4
3670,2021-04-23 16:15:00,12.6
3671,2021-04-23 16:30:00,32.4
3672,2021-04-23 16:45:00,23.4
3673,2021-04-23 17:00:00,36.0
3674,2021-04-23 17:15:00,33.8
3675,2021-04-23 17:30:00,18.6
3676,2021-04-23 17:45:00,25.0
3677,2021-04-23 18:00:00,32.6
3678,2021-04-23 18:15:00,17.8
3679,2021-04-23 18:30:00,20.4
3680,2021-04-23 18:45:00,16.4
3681,2021-04-23 19:00:00,21.2
3682,2021-04-23 19:15:00,14.4
3683,2021-04-23 19:30:00,14.0
3684,2021-04-24 09:45:00,12.0
3685,2021-04-24 10:00:00,21.2
3686,2021-04-24 10:15:00,23.0
3687,2021-04-24 10:30:00,15.2
3688,2021-04-24 10:45:00,29.6
3689,2021-04-24 11:00:00,20.8
3690,2021-04-24 11:15:00,19.6
3691,2021-04-24 11:30:00,17.2
3692,2021-04-24 11:45:00,17.4
3693,2021-04-24 12:00:00,17.4
3694,2021-04-24 12:15:00,23.8
3695,2021-04-24 12:30:00,11.8
3696,2021-04-24 12:45:00,22.4
3697,2021-04-24 13:00:00,22.6
3698,2021-04-24 13:15:00,13.2
3699,2021-04-24 13:30:00,14.4
3700,2021-04-24 13:45:00,11.4
3701,2021-04-24 14:00:00,29.2
3702,2021-04-24 14:15:00,20.2
3703,2021-04-24 14:30:00,17.6
3704,2021-04-24 14:45:00,20.8
3705,2021-04-24 15:00:00,23.2
3706,2021-04-24 15:15:00,14.8
3707,2021-04-24 15:30:00,19.0
3708,2021-04-24 15:45:00,16.2
3709,2021-04-24 16:00:00,11.2
3710,2021-04-24 16:15:00,29.0
3711,2021-04-24 16:30:00,24.0
3712,2021-04-24 16:45:00,24.4
3713,2021-04-24 17:00:00,17.0
3714,2021-04-24 17:15:00,27.2
3715,2021-04-24 17:30:00,18.0
3716,2021-04-24 17:45:00,21.6
3717,2021-04-24 18:00:00,20.6
3718,2021-04-24 18:15:00,27.8
3719,2021-04-24 18:30:00,29.2
3720,2021-04-24 18:45:00,16.2
3721,2021-04-24 19:00:00,17.4
3722,2021-04-24 19:15:00,22.0
3723,2021-04-24 19:30:00,16.6
3724,2021-04-25 10:00:00,3.0
3725,2021-04-25 10:15:00,16.6
3726,2021-04-25 10:30:00,21.6
3727,2021-04-25 10:45:00,13.0
3728,2021-04-25 11:00:00,20.2
3729,2021-04-25 11:15:00,26.4
3730,2021-04-25 11:30:00,24.0
3731,2021-04-25 11:45:00,17.4
3732,2021-04-25 12:00:00,7.2
3733,2021-04-25 12:15:00,22.6
3734,2021-04-25 12:30:00,18.4
3735,2021-04-25 12:45:00,17.6
3736,2021-04-25 13:00:00,26.8
3737,2021-04-25 13:15:00,18.0
3738,2021-04-25 13:30:00,19.4
3739,2021-04-25 13:45:00,17.8
3740,2021-04-25 14:00:00,35.4
3741,2021-04-25 14:15:00,16.4
3742,2021-04-25 14:30:00,13.2
3743,2021-04-25 14:45:00,12.8
3744,2021-04-25 15:00:00,16.0
3745,2021-04-25 15:15:00,26.0
3746,2021-04-25 15:30:00,25.6
3747,2021-04-25 15:45:00,27.4
3748,2021-04-25 16:00:00,21.8
3749,2021-04-25 16:15:00,21.4
3750,2021-04-25 16:30:00,17.6
3751,2021-04-25 16:45:00,32.0
3752,2021-04-25 17:00:00,29.2
3753,2021-04-25 17:15:00,23.4
3754,2021-04-25 17:30:00,30.2
3755,2021-04-25 17:45:00,26.8
3756,2021-04-25 18:00:00,22.0
3757,2021-04-25 18:15:00,16.4
3758,2021-04-25 18:30:00,30.2
3759,2021-04-25 18:45:00,25.4
3760,2021-04-25 19:00:00,34.0
3761,2021-04-25 19:15:00,23.4
3762,2021-04-25 19:30:00,11.2
3763,2021-04-25 19:45:00,9.2
3764,2021-04-26 09:45:00,11.8
3765,2021-04-26 10:00:00,24.8
3766,2021-04-26 10:15:00,23.0
3767,2021-04-26 10:30:00,19.6
3768,2021-04-26 10:45:00,15.6
3769,2021-04-26 11:00:00,13.2
3770,2021-04-26 11:15:00,18.6
3771,2021-04-26 11:30:00,32.6
3772,2021-04-26 11:45:00,19.2
3773,2021-04-26 12:00:00,18.0
3774,2021-04-26 12:15:00,21.4
3775,2021-04-26 12:30:00,14.6
3776,2021-04-26 12:45:00,24.2
3777,2021-04-26 13:00:00,20.4
3778,2021-04-26 13:15:00,22.4
3779,2021-04-26 13:30:00,26.6
3780,2021-04-26 13:45:00,15.6
3781,2021-04-26 14:00:00,15.8
3782,2021-04-26 14:15:00,30.2
3783,2021-04-26 14:30:00,21.4
3784,2021-04-26 14:45:00,27.8
3785,2021-04-26 15:00:00,22.0
3786,2021-04-26 15:15:00,34.6
3787,2021-04-26 15:30:00,19.0
3788,2021-04-26 15:45:00,20.2
3789,2021-04-26 16:00:00,24.2
3790,2021-04-26 16:15:00,30.2
3791,2021-04-26 16:30:00,14.6
3792,2021-04-26 16:45:00,30.4
3793,2021-04-26 17:00:00,20.2
3794,2021-04-26 17:15:00,12.2
3795,2021-04-26 17:30:00,8.8
3796,2021-04-26 17:45:00,11.2
3797,2021-04-26 18:00:00,18.4
3798,2021-04-26 18:15:00,15.6
3799,2021-04-26 18:30:00,27.2
3800,2021-04-26 18:45:00,21.8
3801,2021-04-26 19:00:00,15.2
3802,2021-04-26 19:15:00,29.4
3803,2021-04-26 19:30:00,28.2
3804,2021-04-26 19:45:00,28.0
3805,2021-04-26 20:00:00,5.6
3806,2021-05-05 09:45:00,11.2
3807,2021-05-05 10:00:00,18.0
3808,2021-05-05 10:15:00,7.2
3809,2021-05-05 10:30:00,17.8
3810,2021-05-05 10:45:00,33.8
3811,2021-05-05 11:00:00,22.2
3812,2021-05-05 11:15:00,20.4
3813,2021-05-05 11:30:00,15.2
3814,2021-05-05 11:45:00,13.0
3815,2021-05-05 12:00:00,16.8
3816,2021-05-05 12:15:00,22.8
3817,2021-05-05 12:30:00,20.4
3818,2021-05-05 12:45:00,14.2
3819,2021-05-05 13:00:00,25.2
3820,2021-05-05 13:15:00,22.8
3821,2021-05-05 13:30:00,18.8
3822,2021-05-05 13:45:00,23.0
3823,2021-05-05 14:00:00,16.0
3824,2021-05-05 14:15:00,16.4
3825,2021-05-05 14:30:00,23.8
3826,2021-05-05 14:45:00,27.8
3827,2021-05-05 15:00:00,21.6
3828,2021-05-05 15:15:00,19.4
3829,2021-05-05 15:30:00,18.8
3830,2021-05-05 15:45:00,17.6
3831,2021-05-05 16:00:00,18.8
3832,2021-05-05 16:15:00,33.4
3833,2021-05-05 16:30:00,24.2
3834,2021-05-05 16:45:00,36.8
3835,2021-05-05 17:00:00,31.6
3836,2021-05-05 17:15:00,31.6
3837,2021-05-05 17:30:00,25.2
3838,2021-05-05 17:45:00,25.2
3839,2021-05-05 18:00:00,25.0
3840,2021-05-05 18:15:00,25.8
3841,2021-05-05 18:30:00,32.8
3842,2021-05-05 18:45:00,28.4
3843,2021-05-05 19:00:00,23.4
3844,2021-05-05 19:15:00,26.4
3845,2021-05-05 19:30:00,16.8
3846,2021-05-05 19:45:00,19.4
3847,2021-05-05 20:00:00,17.2
3848,2021-05-05 20:15:00,16.0
3849,2021-05-05 20:30:00,5.4
3850,2021-05-06 09:45:00,13.6
3851,2021-05-06 10:00:00,8.4
3852,2021-05-06 10:15:00,18.4
3853,2021-05-06 10:30:00,19.8
3854,2021-05-06 10:45:00,14.6
3855,2021-05-06 11:00:00,21.8
3856,2021-05-06 11:15:00,29.8
3857,2021-05-06 11:30:00,27.0
3858,2021-05-06 11:45:00,11.8
3859,2021-05-06 12:00:00,19.6
3860,2021-05-06 12:15:00,10.6
3861,2021-05-06 12:30:00,16.6
3862,2021-05-06 12:45:00,20.0
3863,2021-05-06 13:00:00,18.0
3864,2021-05-06 13:15:00,16.2
3865,2021-05-06 13:30:00,14.6
3866,2021-05-06 13:45:00,15.8
3867,2021-05-06 14:00:00,9.6
3868,2021-05-06 14:15:00,12.4
3869,2021-05-06 14:30:00,25.2
3870,2021-05-06 14:45:00,11.2
3871,2021-05-06 15:00:00,19.8
3872,2021-05-06 15:15:00,18.2
3873,2021-05-06 15:30:00,23.0
3874,2021-05-06 15:45:00,13.2
3875,2021-05-06 16:00:00,11.0
3876,2021-05-06 16:15:00,24.0
3877,2021-05-06 16:30:00,19.4
3878,2021-05-06 16:45:00,17.4
3879,2021-05-06 17:00:00,31.8
3880,2021-05-06 17:15:00,23.8
3881,2021-05-06 17:30:00,31.4
3882,2021-05-06 17:45:00,10.4
3883,2021-05-06 18:00:00,29.4
3884,2021-05-06 18:15:00,26.8
3885,2021-05-06 18:30:00,19.4
3886,2021-05-06 18:45:00,25.0
3887,2021-05-06 19:00:00,17.8
3888,2021-05-06 19:15:00,10.4
3889,2021-05-06 19:30:00,22.2
3890,2021-05-06 19:45:00,15.4
3891,2021-05-07 09:45:00,24.6
3892,2021-05-07 10:00:00,9.0
3893,2021-05-07 10:15:00,14.8
3894,2021-05-07 10:30:00,16.8
3895,2021-05-07 10:45:00,17.4
3896,2021-05-07 11:00:00,15.2
3897,2021-05-07 11:15:00,26.8
3898,2021-05-07 11:30:00,16.0
3899,2021-05-07 11:45:00,22.8
3900,2021-05-07 12:00:00,13.6
3901,2021-05-07 12:15:00,25.8
3902,2021-05-07 12:30:00,19.2
3903,2021-05-07 12:45:00,16.6
3904,2021-05-07 13:00:00,18.4
3905,2021-05-07 13:15:00,15.8
3906,2021-05-07 13:30:00,22.2
3907,2021-05-07 13:45:00,23.8
3908,2021-05-07 14:00:00,15.6
3909,2021-05-07 14:15:00,24.4
3910,2021-05-07 14:30:00,19.4
3911,2021-05-07 14:45:00,15.8
3912,2021-05-07 15:00:00,18.2
3913,2021-05-07 15:15:00,8.2
3914,2021-05-07 15:30:00,12.8
3915,2021-05-07 15:45:00,19.0
3916,2021-05-07 16:00:00,29.4
3917,2021-05-07 16:15:00,35.6
3918,2021-05-07 16:30:00,23.4
3919,2021-05-07 16:45:00,28.6
3920,2021-05-07 17:00:00,26.2
3921,2021-05-07 17:15:00,28.4
3922,2021-05-07 17:30:00,26.4
3923,2021-05-07 17:45:00,29.6
3924,2021-05-07 18:00:00,12.6
3925,2021-05-07 18:15:00,18.0
3926,2021-05-07 18:30:00,12.0
3927,2021-05-07 18:45:00,25.2
3928,2021-05-07 19:00:00,8.8
3929,2021-05-07 19:15:00,12.2
3930,2021-05-07 19:30:00,8.0
3931,2021-05-07 19:45:00,0.6
3932,2021-05-08 09:45:00,6.8
3933,2021-05-08 10:00:00,20.0
3934,2021-05-08 10:15:00,15.8
3935,2021-05-08 10:30:00,13.6
3936,2021-05-08 10:45:00,23.8
3937,2021-05-08 11:00:00,22.4
3938,2021-05-08 11:15:00,20.0
3939,2021-05-08 11:30:00,13.4
3940,2021-05-08 11:45:00,17.0
3941,2021-05-08 12:00:00,22.0
3942,2021-05-08 12:15:00,19.0
3943,2021-05-08 12:30:00,17.8
3944,2021-05-08 12:45:00,19.2
3945,2021-05-08 13:00:00,15.0
3946,2021-05-08 13:15:00,13.0
3947,2021-05-08 13:30:00,27.6
3948,2021-05-08 13:45:00,19.4
3949,2021-05-08 14:00:00,20.8
3950,2021-05-08 14:15:00,14.4
3951,2021-05-08 14:30:00,10.6
3952,2021-05-08 14:45:00,18.0
3953,2021-05-08 15:00:00,24.6
3954,2021-05-08 15:15:00,25.0
3955,2021-05-08 15:30:00,11.4
3956,2021-05-08 15:45:00,27.0
3957,2021-05-08 16:00:00,13.2
3958,2021-05-08 16:15:00,18.2
3959,2021-05-08 16:30:00,17.4
3960,2021-05-08 16:45:00,30.0
3961,2021-05-08 17:00:00,25.6
3962,2021-05-08 17:15:00,19.4
3963,2021-05-08 17:30:00,22.8
3964,2021-05-08 17:45:00,20.4
3965,2021-05-08 18:00:00,19.4
3966,2021-05-08 18:15:00,16.6
3967,2021-05-08 18:30:00,20.2
3968,2021-05-08 18:45:00,29.2
3969,2021-05-08 19:00:00,18.4
3970,2021-05-08 19:15:00,12.8
3971,2021-05-08 19:30:00,27.0
3972,2021-05-08 19:45:00,13.0
3973,2021-05-08 20:00:00,2.0
3974,2021-05-09 07:15:00,0.4
3975,2021-05-09 10:00:00,12.4
3976,2021-05-09 10:15:00,13.8
3977,2021-05-09 10:30:00,25.6
3978,2021-05-09 10:45:00,25.2
3979,2021-05-09 11:00:00,19.6
3980,2021-05-09 11:15:00,16.0
3981,2021-05-09 11:30:00,18.6
3982,2021-05-09 11:45:00,26.0
3983,2021-05-09 12:00:00,15.2
3984,2021-05-09 12:15:00,19.6
3985,2021-05-09 12:30:00,18.8
3986,2021-05-09 12:45:00,23.4
3987,2021-05-09 13:00:00,22.6
3988,2021-05-09 13:15:00,20.8
3989,2021-05-09 13:30:00,21.4
3990,2021-05-09 13:45:00,25.6
3991,2021-05-09 14:00:00,12.2
3992,2021-05-09 14:15:00,41.0
3993,2021-05-09 14:30:00,13.8
3994,2021-05-09 14:45:00,28.4
3995,2021-05-09 15:00:00,17.6
3996,2021-05-09 15:15:00,14.8
3997,2021-05-09 15:30:00,25.6
3998,2021-05-09 15:45:00,19.8
3999,2021-05-09 16:00:00,29.6
4000,2021-05-09 16:15:00,14.4
4001,2021-05-09 16:30:00,30.8
4002,2021-05-09 16:45:00,16.6
4003,2021-05-09 17:00:00,24.2
4004,2021-05-09 17:15:00,19.6
4005,2021-05-09 17:30:00,13.8
4006,2021-05-09 17:45:00,29.8
4007,2021-05-09 18:00:00,32.2
4008,2021-05-09 18:15:00,33.8
4009,2021-05-09 18:30:00,23.8
4010,2021-05-09 18:45:00,25.6
4011,2021-05-09 19:00:00,15.4
4012,2021-05-09 19:15:00,19.8
4013,2021-05-09 19:30:00,24.8
4014,2021-05-09 19:45:00,16.8
4015,2021-05-09 20:00:00,11.0
4016,2021-05-10 09:45:00,9.2
4017,2021-05-10 10:00:00,17.6
4018,2021-05-10 10:15:00,31.4
4019,2021-05-10 10:30:00,23.0
4020,2021-05-10 10:45:00,24.0
4021,2021-05-10 11:00:00,25.8
4022,2021-05-10 11:15:00,22.2
4023,2021-05-10 11:30:00,26.2
4024,2021-05-10 11:45:00,30.0
4025,2021-05-10 12:00:00,40.4
4026,2021-05-10 12:15:00,16.6
4027,2021-05-10 12:30:00,22.8
4028,2021-05-10 12:45:00,23.8
4029,2021-05-10 13:00:00,35.8
4030,2021-05-10 13:15:00,35.0
4031,2021-05-10 13:30:00,33.4
4032,2021-05-10 13:45:00,40.8
4033,2021-05-10 14:00:00,34.8
4034,2021-05-10 14:15:00,44.8
4035,2021-05-10 14:30:00,27.0
4036,2021-05-10 14:45:00,22.4
4037,2021-05-10 15:00:00,20.2
4038,2021-05-10 15:15:00,26.2
4039,2021-05-10 15:30:00,25.6
4040,2021-05-10 15:45:00,22.6
4041,2021-05-10 16:00:00,33.6
4042,2021-05-10 16:15:00,38.6
4043,2021-05-10 16:30:00,33.6
4044,2021-05-10 16:45:00,25.2
4045,2021-05-10 17:00:00,33.0
4046,2021-05-10 17:15:00,33.8
4047,2021-05-10 17:30:00,27.6
4048,2021-05-10 17:45:00,23.6
4049,2021-05-10 18:00:00,24.2
4050,2021-05-10 18:15:00,23.8
4051,2021-05-10 18:30:00,35.8
